ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
27773,William Henry Grenfell,M,50,183,89,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver
27776,"August Georg ""Gus"" Desch",M,21,170,61,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,Bronze
27790,Jean Catherine Desforges (-Pickering),F,23,171,64,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
27792,Chinadorai Deshmutu,M,19,,,India,IND,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold
27799,"Ulise Joseph ""Pete"" Desjardins",M,17,,,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Springboard,Silver
27799,"Ulise Joseph ""Pete"" Desjardins",M,21,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Springboard,Gold
27799,"Ulise Joseph ""Pete"" Desjardins",M,21,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Platform,Gold
27812,Joseph-tienne Desmarteau (Birtz-),M,31,185,94,Canada,CAN,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Gold
27820,Robert Desmettre,M,22,,,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold
27822,"Richard Joseph ""Dick"" Desmond",M,24,,,United States,USA,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
27823,Lucy Elizabeth Desmond,F,29,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Bronze
27830,Alfredo Despaigne Rodrguez,M,22,177,80,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
27834,Robelis Despaigne Sanquet,M,23,200,99,Cuba,CUB,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Heavyweight,Bronze
27839,Alexandre Despatie,M,19,173,76,Canada,CAN,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Springboard,Silver
27839,Alexandre Despatie,M,23,173,76,Canada,CAN,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Springboard,Silver
27840,Jean Sylvain Despeaux,M,20,,,France,FRA,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Middleweight,Gold
27846,Vesna Despotovi,F,19,187,84,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Bronze
27850,Julien Thierry Desprs,M,25,187,87,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
27853,Marcel Cyr Desprets,M,41,,,France,FRA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Gold
27874,Destin Destine,M,,,,Haiti,HAI,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",Bronze
27894,Szabolcs Detre,M,33,180,88,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
27895,Zsolt Detre,M,33,178,86,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
27896,Georges Henri Dtreille,M,26,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Team",Gold
27897,Gabriele Detti,M,21,184,79,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze
27897,Gabriele Detti,M,21,184,79,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
27899,Marc Pierre Detton,M,23,,,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Double Sculls,Silver
27900,"Robert Milan ""Bob"" Detweiler",M,21,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Gold
27912,Daniel Deuer,M,34,190,76,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
27913,Eugen Deutsch,M,28,,81,Germany,GER,1936 Summer,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
27919,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,16,166,61,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
27920,Jos Ricardo Devaca Snchez,M,21,180,77,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
27926,"Michael Aloysius ""Mike"" Devaney",M,28,178,68,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold
27929,Andr mile Devaux,M,25,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
27933,Charles Devendeville,M,18,,,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's Underwater Swimming,Gold
27937,"Robert Humphrey Coleman ""Bob"" Devereaux",M,26,175,,United States,USA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
27939,Stjepan Deveri,M,22,176,73,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Bronze
27940,Yolanda Gail L. Devers (-Roberts),F,25,160,55,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres,Gold
27940,Yolanda Gail L. Devers (-Roberts),F,29,160,55,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres,Gold
27940,Yolanda Gail L. Devers (-Roberts),F,29,160,55,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
27941,"Khrysopigi ""Pigi"" Devetzi",F,28,170,59,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,Silver
27941,"Khrysopigi ""Pigi"" Devetzi",F,32,170,59,Greece,GRE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Triple Jump,Bronze
27953,"Harold George ""Harry"" Devine",M,18,,,United States,USA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Featherweight,Bronze
27959,John Thomas Devitt,M,19,185,85,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Silver
27959,John Thomas Devitt,M,19,185,85,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
27959,John Thomas Devitt,M,23,185,85,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold
27959,John Thomas Devitt,M,23,185,85,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
27965,Asnoldo Vicente Devonish Romero,M,20,187,70,Venezuela,VEN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,Bronze
27966,Marlon Ronald Devonish,M,28,183,76,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
27970,Luca Devoti,M,37,190,95,Italy,ITA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,Silver
27978,Vadim Anatolyevich Devyatovsky,M,31,192,115,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Hammer Throw,Silver
27980,Mikhail Talgatovich Devyatyarov,M,28,185,74,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold
27980,Mikhail Talgatovich Devyatyarov,M,28,185,74,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
27987,Steven Dennis Dewick,M,20,178,82,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
27988,Pierre Dewin,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Silver
27988,Pierre Dewin,M,,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Silver
27990,"William Theodore ""Willie"" deWit",M,23,189,91,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Heavyweight,Silver
27992,John Riegel DeWitt,M,22,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Silver
28003,Clement Pemberton Deykin,M,22,,,Moseley Wanderers,GBR,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
28004,Kazimierz Deyna,M,24,179,72,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold
28004,Kazimierz Deyna,M,28,179,72,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
28011,Aldo Dezi,M,21,165,67,Italy,ITA,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
28028,Walter Ignace D'Hondt,M,20,193,88,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Gold
28028,Walter Ignace D'Hondt,M,23,193,88,Canada,CAN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Silver
28031,Jolien D'hoore,F,26,176,64,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Bronze
28032,Pierre Georges Louis Gaston d'Hugues,M,32,,,France,FRA,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",Bronze
28032,Pierre Georges Louis Gaston d'Hugues,M,32,,,France,FRA,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Team",Gold
28051,Piero D'Inzeo,M,33,174,64,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
28051,Piero D'Inzeo,M,33,174,64,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
28051,Piero D'Inzeo,M,37,174,64,Italy,ITA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
28051,Piero D'Inzeo,M,37,174,64,Italy,ITA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
28051,Piero D'Inzeo,M,41,174,64,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
28051,Piero D'Inzeo,M,49,174,64,Italy,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
28052,Raimondo D'Inzeo,M,31,176,72,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
28052,Raimondo D'Inzeo,M,31,176,72,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
28052,Raimondo D'Inzeo,M,35,176,72,Italy,ITA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold
28052,Raimondo D'Inzeo,M,35,176,72,Italy,ITA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
28052,Raimondo D'Inzeo,M,39,176,72,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
28052,Raimondo D'Inzeo,M,47,176,72,Italy,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
28056,Ilario Di Bu,M,34,175,90,Italy,ITA,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,Silver
28056,Ilario Di Bu,M,42,175,90,Italy,ITA,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,Silver
28058,Giuseppe Di Capua,M,26,155,53,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold
28058,Giuseppe Di Capua,M,30,155,53,Italy,ITA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Gold
28058,Giuseppe Di Capua,M,34,155,53,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Pairs,Silver
28062,Giorgio Di Centa,M,29,174,67,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
28062,Giorgio Di Centa,M,33,174,67,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
28062,Giorgio Di Centa,M,33,174,67,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
28063,Manuela Di Centa,F,29,164,55,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
28063,Manuela Di Centa,F,31,164,55,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver
28063,Manuela Di Centa,F,31,164,55,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Gold
28063,Manuela Di Centa,F,31,164,55,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Gold
28063,Manuela Di Centa,F,31,164,55,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,Silver
28063,Manuela Di Centa,F,31,164,55,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
28063,Manuela Di Centa,F,35,164,55,Italy,ITA,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
28065,Ramon di Clemente,M,29,192,89,South Africa,RSA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
28068,Marco Di Costanzo,M,24,184,87,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
28070,Roberto Di Donna,M,27,177,75,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold
28070,Roberto Di Donna,M,27,177,75,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
28072,Elisa Di Francisca,F,29,177,65,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",Gold
28072,Elisa Di Francisca,F,29,177,65,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Gold
28072,Elisa Di Francisca,F,33,177,65,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Silver
28073,Francesco Di Fulvio,M,22,190,88,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
28075,Marina Emilse Di Giacomo,F,28,163,59,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
28084,ngel Fabin Di Mara Hernndez,M,20,167,55,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
28086,Tania Di Mario,F,25,168,62,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
28086,Tania Di Mario,F,37,168,62,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
28088,Jean-Franois Di Martino,M,33,182,79,France,FRA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Silver
28098,Arnaud Laurent Di Pasquale,M,21,185,80,France,FRA,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Singles,Bronze
28102,Emanuele Beraudo Di Pralormo,M,36,,,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
28104,Manlio Di Rosa,M,21,,,Italy,ITA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
28104,Manlio Di Rosa,M,33,,,Italy,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Foil, Team",Silver
28104,Manlio Di Rosa,M,37,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Individual",Bronze
28104,Manlio Di Rosa,M,37,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",Silver
28104,Manlio Di Rosa,M,42,,,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's Foil, Team",Gold
28124,El Hadji Amadou Dia B,M,29,190,72,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Silver
28133,Camelia Diaconescu,F,21,178,80,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
28145,Themistoklis Diakidis,M,23,,,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's High Jump,Bronze
28171,Emily Jane Diamond,F,25,173,58,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
28172,Michael Constantine Diamond (Diamondopoulous-),M,24,174,75,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Gold
28172,Michael Constantine Diamond (Diamondopoulous-),M,28,174,75,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Trap,Gold
28174,Luigi Diana,M,40,,,Barion/Bari-2,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Silver
28200,Marcus Vincius Dias,M,25,,,Brazil,BRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Bronze
28242,Flix Manuel Daz Guzmn,M,24,165,66,Dominican Republic,DOM,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,Gold
28246,Giorge Daz Loren,M,21,186,77,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold
28251,Hidilyn Diaz,F,25,149,53,Philippines,PHI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,Silver
28277,Manuel Dionisio Daz Martnez,M,30,,,Cuba,CUB,1904 Summer,1904,Summer,St. Louis,Fencing,"Fencing Men's Foil, Team",Gold
28277,Manuel Dionisio Daz Martnez,M,30,,,Cuba,CUB,1904 Summer,1904,Summer,St. Louis,Fencing,"Fencing Men's Sabre, Individual",Gold
28285,Octavio Juan Daz,M,27,,,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Silver
28287,Osvaldo Javier Daz Gimnez,M,22,174,73,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
28299,Tulio Daz Babier,M,32,,,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",Silver
28304,Carlos Enrique Daz Senz Valiente Bachman,M,31,,,Argentina,ARG,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
28308,Vasile Dba,M,21,182,86,Romania,ROU,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold
28308,Vasile Dba,M,21,182,86,Romania,ROU,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
28308,Vasile Dba,M,25,182,86,Romania,ROU,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze
28308,Vasile Dba,M,25,182,86,Romania,ROU,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
28310,Ejegayehu Dibaba Keneni,F,22,162,47,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",Silver
28311,Genzebe Dibaba Keneni,F,25,168,52,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Silver
28312,Mare Dibaba Hurssa (-Ibrahimova-),F,26,156,45,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Bronze
28313,Tirunesh Dibaba Keneni,F,19,166,50,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",Bronze
28313,Tirunesh Dibaba Keneni,F,23,166,50,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 5,000 metres",Gold
28313,Tirunesh Dibaba Keneni,F,23,166,50,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 10,000 metres",Gold
28313,Tirunesh Dibaba Keneni,F,27,166,50,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",Bronze
28313,Tirunesh Dibaba Keneni,F,27,166,50,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",Gold
28313,Tirunesh Dibaba Keneni,F,31,166,50,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Bronze
28315,Viggo Valdemar Dibbern,M,19,,,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
28320,Klaus Dibiasi,M,17,180,74,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Platform,Silver
28320,Klaus Dibiasi,M,21,180,74,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Diving,Diving Men's Springboard,Silver
28320,Klaus Dibiasi,M,21,180,74,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Diving,Diving Men's Platform,Gold
28320,Klaus Dibiasi,M,24,180,74,Italy,ITA,1972 Summer,1972,Summer,Munich,Diving,Diving Men's Platform,Gold
28320,Klaus Dibiasi,M,28,180,74,Italy,ITA,1976 Summer,1976,Summer,Montreal,Diving,Diving Men's Platform,Gold
28324,Andreas Dibowski,M,42,181,73,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
28327,George Thomas DiCarlo,M,21,180,74,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,Gold
28327,George Thomas DiCarlo,M,21,180,74,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
28332,Christian Dick,M,36,,,Fornebo,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Silver
28333,"Katherine Mary ""Daisy"" Dick (-Berkeley)",F,36,168,55,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
28340,"Harold ""Harry"" Dickason",M,22,,,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze
28344,Tanja Roswitha Dickenscheid,F,23,176,70,Germany,GER,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Silver
28347,"William Eugene ""Billy"" Dickey",M,29,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Gold
28349,"Robert Allen ""R. A."" Dickey",M,21,188,94,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze
28352,Simon Charles Dickie,M,17,172,54,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,Gold
28352,Simon Charles Dickie,M,21,172,54,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Gold
28352,Simon Charles Dickie,M,25,172,54,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Bronze
28365,Robert Bruce Dickson,M,20,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
28368,David Gavin Dickson,M,19,179,76,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
28368,David Gavin Dickson,M,23,179,76,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
28368,David Gavin Dickson,M,23,179,76,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
28375,Peter James Dickson,M,23,195,98,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver
28379,Petre Dicu,M,26,183,92,Romania,ROU,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
28380,"Nelson de Jess ""Dida"" Silva",M,22,195,85,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze
28386,Valery Antonovich Didenko,M,26,192,94,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
28395,Jrn Didriksen,M,22,179,76,Norway,NOR,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,000 metres",Silver
28396,"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)",F,21,169,57,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's 80 metres Hurdles,Gold
28396,"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)",F,21,169,57,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's High Jump,Silver
28396,"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)",F,21,169,57,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's Javelin Throw,Gold
28397,"Judith Anne ""Judy"" Diduck",F,31,168,63,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
28398,Viktor Ivanovich Diduk,M,31,195,95,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
28400,Aurimas Didbalis,M,25,172,94,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
28401,Nelson W. Diebel,M,21,183,84,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,Gold
